RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
3	6329909	6541278	16.822778	7.820278	16:49:22N	7:49:13E	32QLD7430260325	NE32-14	L	LCTY		NG	01				N				TESSANHALLOU	Téssa-n-Hallou	Tessa-n-Hallou	TESSANHALLOU	Téssa-n-Hallou	Tessa-n-Hallou		2006-09-15	1,2	1			1993-09-01		
3	6329915	6541284	16.709722	7.778889	16:42:35N	7:46:44E	32QLD6981447842	NE32-14	L	AREA		NG	01				N				AZENAK	Azénak	Azenak	AZENAK	Azénak	Azenak		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329916	6541285	16.737222	7.866667	16:44:14N	7:52:00E	32QLD7919150830	NE32-14	L	LCTY		NG	01				N				EMAGELEN	Emagelen	Emagelen	EMAGELEN	Emagelen	Emagelen		2006-09-15	1,2,3,4	1			1993-09-01		
3	6334904	6547694	16.0925	5.845	16:05:33N	5:50:42E	31QHT0435781263	NE31-16	L	LCTY		NG	06				N				ATTAYA	Attaya	Attaya	ATTAYA	Attaya	Attaya		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334905	6547695	16.101667	5.763333	16:06:06N	5:45:48E	31QGT9560182159	NE31-16	L	LCTY		NG	06				N				INGHAGANE	I-n-Ghagane	I-n-Ghagane	INGHAGANE	I-n-Ghagane	I-n-Ghagane		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334859	6547649	16.784444	5.716944	16:47:04N	5:43:01E	31QGU8962057693	NE31-16	L	AREA		NG	06				N				INKADOUDOUKOUM	I-n-Kadoudoukoum	I-n-Kadoudoukoum	INKADOUDOUKOUM	I-n-Kadoudoukoum	I-n-Kadoudoukoum		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334867	6547657	16.929444	5.080278	16:55:46N	5:04:49E	31QGU2155572921	NE31-16	L	LCTY		NG	06				N				IRHAGANE	Ir Hagane	Ir Hagane	IRHAGANE	Ir Hagane	Ir Hagane		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334872	6547662	16.83	5.1025	16:49:48N	5:06:09E	31QGU2404061939	NE31-16	L	LCTY		NG	06				N				TAACHEGANENE	Taachéganene	Taacheganene	TAACHEGANENE	Taachéganene	Taacheganene		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334874	6547664	16.703611	5.424722	16:42:13N	5:25:29E	31QGU5856248341	NE31-16	L	LCTY		NG	06				N				TEHENDEMADOKI	Téhèndé Madoki	Tehende Madoki	TEHENDEMADOKI	Téhèndé Madoki	Tehende Madoki		2006-11-06	1,2,3,4	1			1993-09-01		
3	6375633	6603877	18.430833	9.404167	18:25:51N	9:24:15E	32QNF4268137900	NE32-07	L	AREA		NG	01				N				INZENA	I-n-Zèna	I-n-Zena	INZENA	I-n-Zèna	I-n-Zena		2007-01-22	1,2,3,4	1			1993-09-01		
3	6373310	6599576	18.61	8.516111	18:36:36N	8:30:58E	32QMF4895357745	NE32-06	L	AREA		NG	01				N				TEKNEOUINE	Tëknéouîne	Tekneouine	TEKNEOUINE	Tëknéouîne	Tekneouine		2007-01-17	1,2,3,4	1			1993-09-01		
3	6375616	6603860	18.876944	9.261667	18:52:37N	9:15:42E	32QNF2756187232	NE32-07	L	AREA		NG	01				N				ETAGHASNFRIGAL	Étaghas-n-Frigâl	Etaghas-n-Frigal	ETAGHASNFRIGAL	Étaghas-n-Frigâl	Etaghas-n-Frigal		2007-01-22	1,2,3,4	1			1993-09-01		
3	6373642	6599908	18.111389	8.649444	18:06:41N	8:38:58E	32QMF6291202545	NE32-06	L	AREA		NG	01				N				TENUGHARIT	Ténugharit	Tenugharit	TENUGHARIT	Ténugharit	Tenugharit		2007-01-17	1,2,3,4	1			1993-09-01		
3	6375676	6603920	18.375556	9.011389	18:22:32N	9:00:41E	32QNF0120331736	NE32-07	L	AREA		NG	01				N				INDERGANE	I-n-Dergane	I-n-Dergane	INDERGANE	I-n-Dergane	I-n-Dergane		2007-01-22	1,2,3,4	1			1993-09-01		
3	6373588	6599854	18.032222	8.223889	18:01:56N	8:13:26E	32QME1785293923	NE32-06	L	AREA		NG	01				N				ABIGGUI	Abiggui	Abiggui	ABIGGUI	Abiggui	Abiggui		2007-01-17	1,2,3,4	1			1993-09-01		
3	6383201	6618904	17.595833	9.639444	17:35:45N	9:38:22E	32QNE6784745585	NE32-11	L	AREA		NG	01				N				ISSEKNOUGGOUR	Issek-n-Ouggour	Issek-n-Ouggour	ISSEKNOUGGOUR	Issek-n-Ouggour	Issek-n-Ouggour		2007-02-13	1,2,3,4	1			1993-09-01		
3	6373426	6599692	18.337778	8.061667	18:20:16N	8:03:42E	32QMF0085327812	NE32-06	L	AREA		NG	01				N				TAOUANZAT	Taouanzat	Taouanzat	TAOUANZAT	Taouanzat	Taouanzat		2007-01-17	1,2,3,4	1			1993-09-01		
3	6383228	6618931	17.597778	9.146389	17:35:52N	9:08:47E	32QNE1553245692	NE32-11	L	LCTY		NG	01				N				AREBAT	Arébat	Arebat	AREBAT	Arébat	Arebat		2007-02-13	1,2,3,4	1			1993-09-01		
3	6409171	6746189	17.350556	8.311944	17:21:02N	8:18:43E	32QME2689718467	NE32-10	L	LCTY		NG	01				N				TATTA	Tatta	Tatta	TATTA	Tatta	Tatta		2007-04-27	1,2,3,4	1			2007-04-27		
3	9208250	9275897	19.066667	6.916667	19:04:00N	6:55:00E	32QKG8077909506	NE32-01	L	AREA		NG	01				N				BATALENE	Batalene	Batalene	BATALENE	Batalene	Batalene		2005-06-08	1,2,3,4	1			2005-05-10		
3	9207509	9275083	19.133333	5.2	19:08:00N	5:12:00E	31QGB3141017037	NE31-04	L	LCTY		NG	01				N				DAINI	Daïni	Daini	DAINI	Daïni	Daini		2005-06-08	1,2,3,4	1			2005-05-05		
3	6334973	6547763	16.205556	5.714722	16:12:20N	5:42:53E	31QGT9024693593	NE31-16	L	LCTY		NG	06				N				TCHINEZOURNANE	Tchi-n-Ezournane	Tchi-n-Ezournane	TCHINEZOURNANE	Tchi-n-Ezournane	Tchi-n-Ezournane		2006-11-06	1,2,3,4	1			1993-09-01		
3	6329962	6541331	16.239444	7.657778	16:14:22N	7:39:28E	32QLC5655595892	NE32-14	L	AREA		NG	01				N				ABELMA	Abelma	Abelma	ABELMA	Abelma	Abelma		2006-09-15	1,2,3,4	1			1993-09-01		
3	6330198	6541621	17.109167	6.985	17:06:33N	6:59:06E	32QKD8560592741	NE32-09	L	AREA		NG	01				N				EHABATA	Éhabata	Ehabata	EHABATA	Éhabata	Ehabata		2006-09-19	1,2,3,4	1			1993-09-01		
3	6330206	9331672	17.354167	6.929444	17:21:15N	6:55:46E	32QKE7998219922	NE32-09	L	AREA		NG	01				V				INGARHENBIWAN	In Garhen-Biwan	In Garhen-Biwan	INGARHENBIWAN	In Garhen-Biwan	In Garhen-Biwan		2006-09-27	1,2,3,4				2006-09-26		
3	6330206	6541629	17.354167	6.929444	17:21:15N	6:55:46E	32QKE7998219922	NE32-09	L	AREA		NG	01				N				INGAGHENBIOUAN	I-n-Gaghen-Biouan	I-n-Gaghen-Biouan	INGAGHENBIOUAN	I-n-Gaghen-Biouan	I-n-Gaghen-Biouan		2006-09-27	1,2,3,4	1			2006-09-26		
3	6334900	6547690	16.400833	5.612222	16:24:03N	5:36:44E	31QGU7900415071	NE31-16	L	LCTY		NG	06				N				ESSAILENE	Essaïlene	Essailene	ESSAILENE	Essaïlene	Essailene		2006-11-06	1,2,3,4	1			1993-09-01		
3	-1082386	-1605603	17.5925	6.773889	17:35:33N	6:46:26E	32QKE6375446490	NE32-09	L	LCTY		NG	01				V				IRAOUENZEGUIRANE	Iraouenzeguirane	Iraouenzeguirane	IRAOUENZEGUIRANE	Iraouenzeguirane	Iraouenzeguirane		2006-09-27	1,2,3,4,5				2006-09-26		
3	-1082386	-1605602	17.5925	6.773889	17:35:33N	6:46:26E	32QKE6375446490	NE32-09	L	LCTY		NG	01				V				MONTIRAOENZEGUIRAN	Mont Iraoenzeguiran	Mont Iraoenzeguiran	IRAOENZEGUIRAN MONT	Iraoenzeguiran, Mont	Iraoenzeguiran, Mont		2006-09-27	1,2,3,4,5				2006-09-26		
3	-1082386	6541646	17.5925	6.773889	17:35:33N	6:46:26E	32QKE6375446490	NE32-09	L	LCTY		NG	01				N				IGHAOUENZEGIGHAN	Ighaouenzégighan	Ighaouenzegighan	IGHAOUENZEGIGHAN	Ighaouenzégighan	Ighaouenzegighan		2006-09-27	1,2,3,4,5	1			2006-09-26		
3	-1082386	-1605615	17.5925	6.773889	17:35:33N	6:46:26E	32QKE6375446490	NE32-09	L	LCTY		NG	01				V				IRHAWENZEGIRHAN	Irhawenzégirhan	Irhawenzegirhan	IRHAWENZEGIRHAN	Irhawenzégirhan	Irhawenzegirhan		2006-09-27	1,2,3,4,5				2006-09-26		
3	9211839	9279790	20.074167	8.6825	20:04:27N	8:40:57E	32QMH6680319720	NF32-14	L	LCTY		NG	01				N				IMANENE	Imanene	Imanene	IMANENE	Imanene	Imanene		2007-03-05	1,2,3,4	1			2007-03-05		
3	6314895	6484044	16.280833	6.2975	16:16:51N	6:17:51E	32QKD1117201911	NE32-13	L	LCTY		NG	06				N				SAOUSOS	Saousos	Saousos	SAOUSOS	Saousos	Saousos		2006-06-27	1,2,3,4	1			1993-09-01		
3	6315583	6487804	17.641667	5.776111	17:38:30N	5:46:34E	31QGV9456952706	NE31-12	L	LCTY		NG	01				N				INKLOULAR	I-n-Kloular	I-n-Kloular	INKLOULAR	I-n-Kloular	I-n-Kloular		2006-06-30	1,2,3,4	1			1993-09-01		
3	6315607	6487829	17.536111	5.283056	17:32:10N	5:16:59E	31QGV4236740319	NE31-12	L	LCTY		NG	06				N				NFOUTALA	Nfoutala	Nfoutala	NFOUTALA	Nfoutala	Nfoutala		2006-06-30	1,2,3,4	1			1993-09-01		
3	6315614	6487836	17.48	5.458611	17:28:48N	5:27:31E	31QGV6109334340	NE31-12	L	AREA		NG	06				N				TASSATAKORAT	Tassa Takorat	Tassa Takorat	TASSATAKORAT	Tassa Takorat	Tassa Takorat		2006-06-30	1,2,3,4	1			1993-09-01		
3	6314417	6483301	18.179167	5.082778	18:10:45N	5:04:58E	31QGA2030411258	NE31-08	L	RGN		NG	01				N				CAHABLABIOD	Çâhab Labiod	Cahab Labiod	CAHABLABIOD	Çâhab Labiod	Cahab Labiod		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314417	6483302	18.179167	5.082778	18:10:45N	5:04:58E	31QGA2030411258	NE31-08	L	RGN		NG	01				V				TISSAMAGHATINE	Tissamaghatine	Tissamaghatine	TISSAMAGHATINE	Tissamaghatine	Tissamaghatine		2006-06-27	1,2,3,4				1993-09-01		
3	6314926	6484075	16.939444	6.368889	16:56:22N	6:22:08E	32QKD1976474732	NE32-13	L	LCTY		NG	01				N				IRHAZERIZAN	Irhazérizan	Irhazerizan	IRHAZERIZAN	Irhazérizan	Irhazerizan		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314934	6484083	16.931111	6.769722	16:55:52N	6:46:11E	32QKD6246573281	NE32-13	L	LCTY		NG	01				N				ARGEILA	Argéila	Argeila	ARGEILA	Argéila	Argeila		2006-06-27	1,2,3,4	1			1993-09-01		
3	6331327	6542885	17.110833	7.403056	17:06:39N	7:24:11E	32QLD3009892513	NE32-09	L	LCTY		NG	01				N				TCHINOUAKEROUI	Tchi-n-Ouakeroui	Tchi-n-Ouakeroui	TCHINOUAKEROUI	Tchi-n-Ouakeroui	Tchi-n-Ouakeroui		2006-10-03	1,2	1			1993-09-01		
3	6314198	6457375	16.867222	4.939167	16:52:02N	4:56:21E	31QGU0658965881	NE31-16	L	LCTY		NG	06				N				INIGLIMANE	I-n-Iglimane	I-n-Iglimane	INIGLIMANE	I-n-Iglimane	I-n-Iglimane		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314050	6445636	18.006389	7.691944	18:00:23N	7:41:31E	32QLE6152191381	NE32-06	L	LCTY		NG	01				N				AGEBOUT	Agebout	Agebout	AGEBOUT	Agebout	Agebout		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314057	6445643	18.314722	7.812222	18:18:53N	7:48:44E	32QLF7447625415	NE32-06	L	LCTY		NG	01				N				INGELACHA	I-n-Gélacha	I-n-Gelacha	INGELACHA	I-n-Gélacha	I-n-Gelacha		2006-06-20	1,2,3	1			1993-09-01		
3	6314887	6484036	16.090833	6.308889	16:05:27N	6:18:32E	32QKC1211480858	NE32-13	L	LCTY		NG	06				N				TIZIGARET	Tizigaret	Tizigaret	TIZIGARET	Tizigaret	Tizigaret		2006-06-27	1,2,3,4	1			1993-09-01		
3	9210721	9278609	19.088889	7.098889	19:05:20N	7:05:56E	32QKG9998611748	NE32-01	L	AREA		NG	01				N				BATALENE	Batalene	Batalene	BATALENE	Batalene	Batalene		2005-06-08	1,2,3,4	1			2005-05-27		
3	-1082813	-1606173	13.133333	8.783333	13:08:00N	8:47:00E	32PMV7651751891	ND32-10	L	RESP		NG	07				N				RONERAIEDEKARBATE	Rôneraie de Karbaté	Roneraie de Karbate	KARBATE RONERAIEDE	Karbaté, Rôneraie de	Karbate, Roneraie de		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1082107	-1605133	17.769722	5.896944	17:46:11N	5:53:49E	31QHV0718167080	NE31-12	L	RGN		NG	01				N				IGUIDI	Iguidi	Iguidi	IGUIDI	Iguidi	Iguidi		2006-06-30	1,2,3,4,5	1			1993-09-01		
3	6383171	6618874	17.846667	9.060556	17:50:48N	9:03:38E	32QNE0641673223	NE32-11	L	AREA		NG	01				N				BARENGANI	Barengani	Barengani	BARENGANI	Barengani	Barengani		2007-02-13	1,2,3,4	1			1993-09-01		
3	6409223	6746241	17.397778	8.972778	17:23:52N	8:58:22E	32QME9710923560	NE32-10	L	LCTY		NG	01				N				TAFIR	Tafir	Tafir	TAFIR	Tafir	Tafir		2007-04-27	1,2,3,4	1			2007-04-27		
3	-1077267	-1598446	14.7	6	14:42:00N	6:00:00E	32PJB7690327293	ND32-05	L	RGN		NG	06				N				ADARDOUTCHI	Adar Doutchi	Adar Doutchi	ADARDOUTCHI	Adar Doutchi	Adar Doutchi		1997-03-07	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	6329914	6541283	16.830833	7.9375	16:49:51N	7:56:15E	32QLD8679861145	NE32-14	L	LCTY		NG	01				N				ADABONETIGHAL	Adabone Tighal	Adabone Tighal	ADABONETIGHAL	Adabone Tighal	Adabone Tighal		2006-09-15	1,2	1			1993-09-01		
3	6334980	6547770	16.015	5.816667	16:00:54N	5:49:00E	31QHT0144172640	NE31-16	L	LCTY		NG	06				N				TADIS	Tadis	Tadis	TADIS	Tadis	Tadis		2006-11-06	1,2,3,4	1			1993-09-01		
3	6331308	6542863	17.137778	7.482778	17:08:16N	7:28:58E	32QLD3860595427	NE32-09	L	AREA		NG	01				N				TOULOUK	Toulouk	Toulouk	TOULOUK	Toulouk	Toulouk		2006-10-03	1,2,3,4	1			1993-09-01		
3	6331313	6542868	17.217222	7.083333	17:13:02N	7:05:00E	32QKE9618904595	NE32-09	L	RGN		NG	01				N				GENEKEGHZIZ	Génékéghziz	Genekeghziz	GENEKEGHZIZ	Génékéghziz	Genekeghziz		2006-10-03	1,2,3,4	1			1993-09-01		
3	6331313	6542869	17.217222	7.083333	17:13:02N	7:05:00E	32QKE9618904595	NE32-09	L	RGN		NG	01				V				GENEKERHZIZ	Génékérhziz	Genekerhziz	GENEKERHZIZ	Génékérhziz	Genekerhziz		2006-10-03	1,2,3,4				1993-09-01		
3	6331325	6542883	17.098889	7.410278	17:05:56N	7:24:37E	32QLD3085691185	NE32-09	L	LCTY		NG	01				N				ACHOLAKA	Acholaka	Acholaka	ACHOLAKA	Acholaka	Acholaka		2006-10-03	1,2,3,4	1			1993-09-01		
3	6314055	6445641	18.2875	7.473611	18:17:15N	7:28:25E	32QLF3866122668	NE32-05	L	LCTY		NG	01				N				TEKKAT	Tekkat	Tekkat	TEKKAT	Tekkat	Tekkat		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314163	6457338	16.078889	4.480833	16:04:44N	4:28:51E	31QFT5838978229	NE31-15	L	RGN		NG	06				N				AOUALAIFAD	Aoualaïfad	Aoualaifad	AOUALAIFAD	Aoualaïfad	Aoualaifad		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314174	6457350	16.025833	4.357222	16:01:33N	4:21:26E	31QFT4520472268	NE31-15	L	LCTY		NG	06				N				BAKORAT	Bakorat	Bakorat	BAKORAT	Bakorat	Bakorat		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314881	6484030	16.070278	6.850278	16:04:13N	6:51:01E	32QKC7003277904	NE32-13	L	LCTY		NG	01				N				TAMANKATEN	Tamankatén	Tamankaten	TAMANKATEN	Tamankatén	Tamankaten		2006-06-27	1,2,3,4	1			1993-09-01		
3	6334972	6547762	16.246944	5.708056	16:14:49N	5:42:29E	31QGT8947298166	NE31-16	L	LCTY		NG	06				N				INELOUENA	I-n-Elouéna	I-n-Elouena	INELOUENA	I-n-Elouéna	I-n-Elouena		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334978	6547768	16.120833	5.935833	16:07:15N	5:56:09E	31QHT1403784537	NE31-16	L	LCTY		NG	06				N				INESGAR	I-n-Esgar	I-n-Esgar	INESGAR	I-n-Esgar	I-n-Esgar		2006-11-06	1,2,3,4	1			1993-09-01		
3	6329960	6541329	16.281667	7.596944	16:16:54N	7:35:49E	32QLD5008400607	NE32-14	L	LCTY		NG	01				N				MERIK	Mérik	Merik	MERIK	Mérik	Merik		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329984	6541353	16.08	7.726944	16:04:48N	7:43:37E	32QLC6383978204	NE32-14	L	LCTY		NG	01				N				KATALA	Katala	Katala	KATALA	Katala	Katala		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329991	6541360	16.209444	7.086667	16:12:34N	7:05:12E	32QKC9547293057	NE32-13	L	AREA		NG	01				N				IMATELTELEN	Imatéltélén	Imateltelen	IMATELTELEN	Imatéltélén	Imateltelen		2006-09-15	1,2,3,4	1			1993-09-01		
3	6330181	6541604	17.888056	6.23	17:53:17N	6:13:48E	32QKE0648379981	NE32-09	L	AREA		NG	01				V				INABANGARHIT	In-Abangarhit	In-Abangarhit	INABANGARHIT	In-Abangarhit	In-Abangarhit		2006-09-27	1,2,3,4				2006-09-26		
3	6330181	9331652	17.888056	6.23	17:53:17N	6:13:48E	32QKE0648379981	NE32-09	L	AREA		NG	01				N				INABANGAGHIT	In-Abangaghit	In-Abangaghit	INABANGAGHIT	In-Abangaghit	In-Abangaghit		2006-09-27	1,2,3,4	1			2006-09-26		
3	6330192	6541615	17.29	6.964444	17:17:24N	6:57:52E	32QKE8362712779	NE32-09	L	LCTY		NG	01				N				TEGESTNNAFEGAG	Tégest N. Nafegág	Tegest N. Nafegag	TEGESTNNAFEGAG	Tégest N. Nafegág	Tegest N. Nafegag		2006-09-19	1,2,3,4	1			1993-09-01		
3	6408989	6746007	17.866944	8.314167	17:52:01N	8:18:51E	32QME2734075598	NE32-10	L	LCTY		NG	01				N				AGALOUA	Agaloua	Agaloua	AGALOUA	Agaloua	Agaloua		2007-04-27	1,2,3,4	1			2007-04-27		
3	6373224	6599490	18.839444	8.222778	18:50:22N	8:13:22E	32QMF1811783242	NE32-06	L	AREA		NG	01				N				TEMELE	Témèlé	Temele	TEMELE	Témèlé	Temele		2007-01-17	1,2,3,4	1			1993-09-01		
3	6329931	6541300	16.529167	7.6925	16:31:45N	7:41:33E	32QLD6047227923	NE32-14	L	AREA		NG	01				N				KALAMA	Kalama	Kalama	KALAMA	Kalama	Kalama		2006-09-15	1,2,3,4	1			1993-09-01		
3	6334855	6547645	16.873611	5.941667	16:52:25N	5:56:30E	31QHU1344567910	NE31-16	L	AREA		NG	06				N				INTOURKAD	I-n-Tourkad	I-n-Tourkad	INTOURKAD	I-n-Tourkad	I-n-Tourkad		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334939	6547729	16.553611	5.077778	16:33:13N	5:04:40E	31QGU2172331320	NE31-16	L	LCTY		NG	06				N				TIBALARE	Tibalaré	Tibalare	TIBALARE	Tibalaré	Tibalare		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334944	6547734	16.217222	5.178333	16:13:02N	5:10:42E	31QGT3285794200	NE31-16	L	LCTY		NG	06				N				GHIZA	Ghiza	Ghiza	GHIZA	Ghiza	Ghiza		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334960	6547750	16.355278	5.773056	16:21:19N	5:46:23E	31QGU9626210255	NE31-16	L	LCTY		NG	06				N				JOUREGUENE	Jouréguene	Joureguene	JOUREGUENE	Jouréguene	Joureguene		2006-11-06	1,2,3,4	1			1993-09-01		
3	-1082200	-1605289	16.057222	6.185	16:03:26N	6:11:06E	32QJC9880177313	NE32-13	L	LCTY		NG	06				N				INARHAMANE	I-n-Arhamane	I-n-Arhamane	INARHAMANE	I-n-Arhamane	I-n-Arhamane		2006-06-27	1,2,3,4,5	1			1993-09-01		
3	-1082200	-1605288	16.057222	6.185	16:03:26N	6:11:06E	32QJC9880177313	NE32-13	L	LCTY		NG	06				V				INARHAMAN	In-Arhaman	In-Arhaman	INARHAMAN	In-Arhaman	In-Arhaman		2006-06-27	1,2,3,4,5				1993-09-01		
3	6373261	6599527	18.704722	8.395556	18:42:17N	8:23:44E	32QMF3627068264	NE32-06	L	AREA		NG	01				N				EOUEI	Éoueï	Eouei	EOUEI	Éoueï	Eouei		2007-01-17	1,2,3,4	1			1993-09-01		
3	-1085591	-1609864	15.1	10.866667	15:06:00N	10:52:00E	32PQB0061870238	ND32-04	L	LCTY		NG	07				N				SARAGE	Sarage	Sarage	SARAGE	Sarage	Sarage		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	6373597	6599863	18.185278	8.246944	18:11:07N	8:14:49E	32QMF2036110848	NE32-06	L	AREA		NG	01				N				OUAMIL	Ouamîl	Ouamil	OUAMIL	Ouamîl	Ouamil		2007-01-17	1,2,3,4	1			1993-09-01		
3	6375581	6603825	18.578333	9.0275	18:34:42N	9:01:39E	32QNF0290254172	NE32-07	L	AREA		NG	01				N				TESSANTAKANAI	Tessa-n-Takanaï	Tessa-n-Takanai	TESSANTAKANAI	Tessa-n-Takanaï	Tessa-n-Takanai		2007-01-22	1,2,3,4	1			1993-09-01		
3	-1087042	-1612052	16.515556	6.880278	16:30:56N	6:52:49E	32QKD7375527155	NE32-13	L	LCTY		NG	01				N				TOROF	Torof	Torof	TOROF	Torof	Torof		2006-06-27	1,2,3,4,5	1			1993-09-01		
3	-1082387	-1605604	19	7.416667	19:00:00N	7:25:00E	32QLG3333801577	NE32-01	L	RGN		NG	01				N				IRAOUITENE	Iraouitène	Iraouitene	IRAOUITENE	Iraouitène	Iraouitene		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	6373146	6599412	18.911667	8.817222	18:54:42N	8:49:02E	32QMF8075291064	NE32-06	L	LCTY		NG	01				N				TCHIMILINE	Tchimiline	Tchimiline	TCHIMILINE	Tchimiline	Tchimiline		2007-01-17	1,2,3,4	1			1993-09-01		
3	-1084920	-1608997	14.283333	11.266667	14:17:00N	11:16:00E	32PQA4453380256	ND32-08	L	LCTY		NG	07				N				NGUELOUSSOU	Nguèl Oussou	Nguel Oussou	NGUELOUSSOU	Nguèl Oussou	Nguel Oussou		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	6314886	6484035	16.0275	6.460833	16:01:39N	6:27:39E	32QKC2829273640	NE32-13	L	LCTY		NG	06				N				BAKACHACHI	Bakachachi	Bakachachi	BAKACHACHI	Bakachachi	Bakachachi		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314899	6484048	16.437222	6.566111	16:26:14N	6:33:58E	32QKD4010218862	NE32-13	L	LCTY		NG	06				N				TCHIOUMOULOUBAT	Tchioumouloubat	Tchioumouloubat	TCHIOUMOULOUBAT	Tchioumouloubat	Tchioumouloubat		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314397	6483275	18.585278	5.093611	18:35:07N	5:05:37E	31QGA2093256227	NE31-08	L	LCTY		NG	01				N				ELMEREYE	El Méréyé	El Mereye	ELMEREYE	El Méréyé	El Mereye		2006-06-27	1,2,3,4	1			1993-09-01		
3	6331282	6542832	17.247778	7.057222	17:14:52N	7:03:26E	32QKE9344508004	NE32-09	L	RGN		NG	01				N				TIELEKENI	Tiélékéni	Tielekeni	TIELEKENI	Tiélékéni	Tielekeni		2006-10-03	1,2,3,4	1			1993-09-01		
3	6330203	6541626	17.246667	6.734167	17:14:48N	6:44:03E	32QKE5908308256	NE32-09	L	LCTY		NG	01				N				MANDOSA	Mandosa	Mandosa	MANDOSA	Mandosa	Mandosa		2006-09-19	1,2,3,4	1			1993-09-01		
3	6331340	6542898	17.085556	7.070278	17:05:08N	7:04:13E	32QKD9465590036	NE32-09	L	LCTY		NG	01				N				TAGHARBOUCH	Tagharbouch	Tagharbouch	TAGHARBOUCH	Tagharbouch	Tagharbouch		2006-10-03	1,2	1			1993-09-01		
3	6331598	6543219	17.788611	4.4775	17:47:19N	4:28:39E	31QFV5661267416	NE31-11	L	LCTY		NG	06				N				ELGALLA	Elgalla	Elgalla	ELGALLA	Elgalla	Elgalla		2006-10-13	1,2,3,4	1			1993-09-01		
3	6334887	6547677	16.482222	5.827222	16:28:56N	5:49:38E	31QHU0185624392	NE31-16	L	LCTY		NG	06				N				ENERECHIL	Enéréchil	Enerechil	ENERECHIL	Enéréchil	Enerechil		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334892	6547682	16.491111	5.761667	16:29:28N	5:45:42E	31QGU9483925279	NE31-16	L	LCTY		NG	06				N				EGHAGA	Eghaga	Eghaga	EGHAGA	Eghaga	Eghaga		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334899	6547689	16.416944	5.556667	16:25:01N	5:33:24E	31QGU7304416779	NE31-16	L	LCTY		NG	06				N				TABAREGUED	Tabaréguèd	Tabaregued	TABAREGUED	Tabaréguèd	Tabaregued		2006-11-06	1,2,3,4	1			1993-09-01		
3	6329890	6541259	16.928889	7.753333	16:55:44N	7:45:12E	32QLD6724272109	NE32-14	L	LCTY		NG	01				N				TADANT	Tadant	Tadant	TADANT	Tadant	Tadant		2006-09-15	1,2	1			1993-09-01		
3	-1079176	-1601159	15.016667	10.383333	15:01:00N	10:23:00E	32PPB4872060635	ND32-03	L	LCTY		NG	07				V				DALGIAN	Dalgian	Dalgian	DALGIAN	Dalgian	Dalgian		1993-12-18	1,2,3,4,5				1993-09-01		
3	-1079176	-1601160	15.016667	10.383333	15:01:00N	10:23:00E	32PPB4872060635	ND32-03	L	LCTY		NG	07				N				DALGUIAN	Dalguian	Dalguian	DALGUIAN	Dalguian	Dalguian		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	6313588	6407667	18.24	6.913333	18:14:24N	6:54:48E	32QKF7936117996	NE32-05	L	LCTY		NG	01				N				TECHILI	Téchili	Techili	TECHILI	Téchili	Techili		2006-06-08	1,2,3,4	1			1993-09-01		
3	6315573	6487793	17.894167	5.4825	17:53:39N	5:28:57E	31QGV6302780228	NE31-12	L	RGN		NG	01				N				TAMAYA	Tamaya	Tamaya	TAMAYA	Tamaya	Tamaya		2006-06-30	1,2,3,4	1			1993-09-01		
